min_episode_id;pers_id;parliament_id
NL_Schermerhorn_Willem_1894__NL_NT-TK_1945__cab;NL_Schermerhorn_Willem_1894;NL_NT-TK_1945
NL_vanKleffens_Eelco_1894__NL_NT-TK_1945__cab;NL_vanKleffens_Eelco_1894;NL_NT-TK_1945
NL_vanRoijen_Herman_1905__NL_NT-TK_1945__cab;NL_vanRoijen_Herman_1905;NL_NT-TK_1945
NL_Kolfschoten_Hans_1903__NL_NT-TK_1945__cab;NL_Kolfschoten_Hans_1903;NL_NT-TK_1945
NL_Beel_Louis_1902__NL_NT-TK_1945__cab;NL_Beel_Louis_1902;NL_NT-TK_1945
NL_vanderLeeuw_Gerard_1890__NL_NT-TK_1945__cab;NL_vanderLeeuw_Gerard_1890;NL_NT-TK_1945
NL_Lieftinck_Piet_1902__NL_NT-TK_1945__cab;NL_Lieftinck_Piet_1902;NL_NT-TK_1945
NL_Meynen_Jo_1901__NL_NT-TK_1945__cab;NL_Meynen_Jo_1901;NL_NT-TK_1945
NL_deBooy_Jim_1885__NL_NT-TK_1945__cab;NL_deBooy_Jim_1885;NL_NT-TK_1945
NL_Ringers_Johan_1885__NL_NT-TK_1945__cab;NL_Ringers_Johan_1885;NL_NT-TK_1945
NL_vanSchaik_Steef_1888__NL_NT-TK_1945__cab;NL_vanSchaik_Steef_1888;NL_NT-TK_1945
NL_Vos_Hein_1903__NL_NT-TK_1945__cab;NL_Vos_Hein_1903;NL_NT-TK_1945
NL_Mansholt_Sicco_1908__NL_NT-TK_1945__cab;NL_Mansholt_Sicco_1908;NL_NT-TK_1945
NL_Drees_Willem_1886__NL_NT-TK_1945__cab;NL_Drees_Willem_1886;NL_NT-TK_1945
NL_Logemann_Johann_1892__NL_NT-TK_1945__cab;NL_Logemann_Johann_1892;NL_NT-TK_1945
NL_Beel_Louis_1902__NL_NT-TK_1946__cab;NL_Beel_Louis_1902;NL_NT-TK_1946
NL_vanBoetzelaer_Pim_1892__NL_NT-TK_1946__cab;NL_vanBoetzelaer_Pim_1892;NL_NT-TK_1946
NL_vanMaarseveen_Johannes_1894__NL_NT-TK_1946__cab;NL_vanMaarseveen_Johannes_1894;NL_NT-TK_1946
NL_Witteman_Piet_1892__NL_NT-TK_1946__cab;NL_Witteman_Piet_1892;NL_NT-TK_1946
NL_Gielen_Jos_1898__NL_NT-TK_1946__cab;NL_Gielen_Jos_1898;NL_NT-TK_1946
NL_Lieftinck_Piet_1902__NL_NT-TK_1946__cab;NL_Lieftinck_Piet_1902;NL_NT-TK_1946
NL_Fievez_Alexander_1902__NL_NT-TK_1946__cab;NL_Fievez_Alexander_1902;NL_NT-TK_1946
NL_Schagen_Jules_1896__NL_NT-TK_1946__cab;NL_Schagen_Jules_1896;NL_NT-TK_1946
NL_Ringers_Johan_1885__NL_NT-TK_1946__cab;NL_Ringers_Johan_1885;NL_NT-TK_1946
NL_Vos_Hein_1903__NL_NT-TK_1946__cab;NL_Vos_Hein_1903;NL_NT-TK_1946
NL_Neher_Lambertus_1889__NL_NT-TK_1946__cab;NL_Neher_Lambertus_1889;NL_NT-TK_1946
NL_intVeld_Joris_1895__NL_NT-TK_1946__cab;NL_intVeld_Joris_1895;NL_NT-TK_1946
NL_Huysmans_Gerardus_1902__NL_NT-TK_1946__cab;NL_Huysmans_Gerardus_1902;NL_NT-TK_1946
NL_Mansholt_Sicco_1908__NL_NT-TK_1946__cab;NL_Mansholt_Sicco_1908;NL_NT-TK_1946
NL_vandenBrink_Jan_1915__NL_NT-TK_1946__cab;NL_vandenBrink_Jan_1915;NL_NT-TK_1946
NL_Drees_Willem_1886__NL_NT-TK_1946__cab;NL_Drees_Willem_1886;NL_NT-TK_1946
NL_Jonkman_Jan_1891__NL_NT-TK_1946__cab;NL_Jonkman_Jan_1891;NL_NT-TK_1946
NL_vanKleffens_Eelco_1894__NL_NT-TK_1946__cab;NL_vanKleffens_Eelco_1894;NL_NT-TK_1946
NL_Goetzen_Lubbertus_1894__NL_NT-TK_1946__cab;NL_Goetzen_Lubbertus_1894;NL_NT-TK_1946
NL_Drees_Willem_1886__NL_NT-TK_1948__cab;NL_Drees_Willem_1886;NL_NT-TK_1948
NL_vanSchaik_Josef_1882__NL_NT-TK_1948__cab;NL_vanSchaik_Josef_1882;NL_NT-TK_1948
NL_Stikker_Dirk_1897__NL_NT-TK_1948__cab;NL_Stikker_Dirk_1897;NL_NT-TK_1948
NL_Blom_Nico_1899__NL_NT-TK_1948__cab;NL_Blom_Nico_1899;NL_NT-TK_1948
NL_Wijers_Rene_1891__NL_NT-TK_1948__cab;NL_Wijers_Rene_1891;NL_NT-TK_1948
NL_vanMaarseveen_Johannes_1894__NL_NT-TK_1948__cab;NL_vanMaarseveen_Johannes_1894;NL_NT-TK_1948
NL_Struycken_Teun_1906__NL_NT-TK_1948__cab;NL_Struycken_Teun_1906;NL_NT-TK_1948
NL_Teulings_Frans_1891__NL_NT-TK_1948__cab;NL_Teulings_Frans_1891;NL_NT-TK_1948
NL_Rutten_Theo_1899__NL_NT-TK_1948__cab;NL_Rutten_Theo_1899;NL_NT-TK_1948
NL_Cals_Jo_1914__NL_NT-TK_1948__cab;NL_Cals_Jo_1914;NL_NT-TK_1948
NL_Lieftinck_Piet_1902__NL_NT-TK_1948__cab;NL_Lieftinck_Piet_1902;NL_NT-TK_1948
NL_Schokking_Wim_1900__NL_NT-TK_1948__cab;NL_Schokking_Wim_1900;NL_NT-TK_1948
NL_sJacob_Hans_1906__NL_NT-TK_1948__cab;NL_sJacob_Hans_1906;NL_NT-TK_1948
NL_Fockema_Wim_1909__NL_NT-TK_1948__cab;NL_Fockema_Wim_1909;NL_NT-TK_1948
NL_Moorman_Harry_1899__NL_NT-TK_1948__cab;NL_Moorman_Harry_1899;NL_NT-TK_1948
NL_intVeld_Joris_1895__NL_NT-TK_1948__cab;NL_intVeld_Joris_1895;NL_NT-TK_1948
NL_Spitzen_Dirk_1896__NL_NT-TK_1948__cab;NL_Spitzen_Dirk_1896;NL_NT-TK_1948
NL_vandenBrink_Jan_1915__NL_NT-TK_1948__cab;NL_vandenBrink_Jan_1915;NL_NT-TK_1948
NL_vanderGrinten_Wim_1913__NL_NT-TK_1948__cab;NL_vanderGrinten_Wim_1913;NL_NT-TK_1948
NL_Mansholt_Sicco_1908__NL_NT-TK_1948__cab;NL_Mansholt_Sicco_1908;NL_NT-TK_1948
NL_Joekes_Dolf_1885__NL_NT-TK_1948__cab;NL_Joekes_Dolf_1885;NL_NT-TK_1948
NL_vanRhijn_Aat_1892__NL_NT-TK_1948__cab;NL_vanRhijn_Aat_1892;NL_NT-TK_1948
NL_Muntendam_Piet_1901__NL_NT-TK_1948__cab;NL_Muntendam_Piet_1901;NL_NT-TK_1948
NL_Sassen_Maan_1911__NL_NT-TK_1948__cab;NL_Sassen_Maan_1911;NL_NT-TK_1948
NL_Goetzen_Lubbertus_1894__NL_NT-TK_1948__cab;NL_Goetzen_Lubbertus_1894;NL_NT-TK_1948
NL_Mulderije_Hendrik_1896__NL_NT-TK_1948__cab;NL_Mulderije_Hendrik_1896;NL_NT-TK_1948
NL_Beel_Louis_1902__NL_NT-TK_1948__cab;NL_Beel_Louis_1902;NL_NT-TK_1948
NL_Staf_Kees_1905__NL_NT-TK_1948__cab;NL_Staf_Kees_1905;NL_NT-TK_1948
NL_Kranenburg_Ferdinand_1911__NL_NT-TK_1948__cab;NL_Kranenburg_Ferdinand_1911;NL_NT-TK_1948
NL_Wemmers_Hendrik_1897__NL_NT-TK_1948__cab;NL_Wemmers_Hendrik_1897;NL_NT-TK_1948
NL_Albregts_Guus_1900__NL_NT-TK_1948__cab;NL_Albregts_Guus_1900;NL_NT-TK_1948
NL_Peters_Leonard_1900__NL_NT-TK_1948__cab;NL_Peters_Leonard_1900;NL_NT-TK_1948
NL_Drees_Willem_1886__NL_NT-TK_1952__cab;NL_Drees_Willem_1886;NL_NT-TK_1952
NL_Beyen_Johan_1897__NL_NT-TK_1952__cab;NL_Beyen_Johan_1897;NL_NT-TK_1952
NL_Luns_Joseph_1911__NL_NT-TK_1952__cab;NL_Luns_Joseph_1911;NL_NT-TK_1952
NL_Donker_Leendert_1899__NL_NT-TK_1952__cab;NL_Donker_Leendert_1899;NL_NT-TK_1952
NL_Beel_Louis_1902__NL_NT-TK_1952__cab;NL_Beel_Louis_1902;NL_NT-TK_1952
NL_vanOven_Julius_1881__NL_NT-TK_1952__cab;NL_vanOven_Julius_1881;NL_NT-TK_1952
NL_Cals_Jo_1914__NL_NT-TK_1952__cab;NL_Cals_Jo_1914;NL_NT-TK_1952
NL_deWaal_Anna_1906__NL_NT-TK_1952__cab;NL_deWaal_Anna_1906;NL_NT-TK_1952
NL_vandeKieft_Johan_1884__NL_NT-TK_1952__cab;NL_vandeKieft_Johan_1884;NL_NT-TK_1952
NL_vandenBerge_Willem_1905__NL_NT-TK_1952__cab;NL_vandenBerge_Willem_1905;NL_NT-TK_1952
NL_Staf_Kees_1905__NL_NT-TK_1952__cab;NL_Staf_Kees_1905;NL_NT-TK_1952
NL_Kranenburg_Ferdinand_1911__NL_NT-TK_1952__cab;NL_Kranenburg_Ferdinand_1911;NL_NT-TK_1952
NL_Moorman_Harry_1899__NL_NT-TK_1952__cab;NL_Moorman_Harry_1899;NL_NT-TK_1952
NL_Witte_Herman_1909__NL_NT-TK_1952__cab;NL_Witte_Herman_1909;NL_NT-TK_1952
NL_Algera_Jacob_1902__NL_NT-TK_1952__cab;NL_Algera_Jacob_1902;NL_NT-TK_1952
NL_Zijlstra_Jelle_1918__NL_NT-TK_1952__cab;NL_Zijlstra_Jelle_1918;NL_NT-TK_1952
NL_Veldkamp_Gerard_1921__NL_NT-TK_1952__cab;NL_Veldkamp_Gerard_1921;NL_NT-TK_1952
NL_deBruijn_Adrianus_1887__NL_NT-TK_1952__cab;NL_deBruijn_Adrianus_1887;NL_NT-TK_1952
NL_Mansholt_Sicco_1908__NL_NT-TK_1952__cab;NL_Mansholt_Sicco_1908;NL_NT-TK_1952
NL_Suurhoff_Ko_1905__NL_NT-TK_1952__cab;NL_Suurhoff_Ko_1905;NL_NT-TK_1952
NL_vanRhijn_Aat_1892__NL_NT-TK_1952__cab;NL_vanRhijn_Aat_1892;NL_NT-TK_1952
NL_Muntendam_Piet_1901__NL_NT-TK_1952__cab;NL_Muntendam_Piet_1901;NL_NT-TK_1952
NL_vanThiel_Frans_1906__NL_NT-TK_1952__cab;NL_vanThiel_Frans_1906;NL_NT-TK_1952
NL_Kernkamp_Willem_1899__NL_NT-TK_1952__cab;NL_Kernkamp_Willem_1899;NL_NT-TK_1952
NL_Drees_Willem_1886__NL_NT-TK_1956__cab;NL_Drees_Willem_1886;NL_NT-TK_1956
NL_Struycken_Teun_1906__NL_NT-TK_1956__cab;NL_Struycken_Teun_1906;NL_NT-TK_1956
NL_Luns_Joseph_1911__NL_NT-TK_1956__cab;NL_Luns_Joseph_1911;NL_NT-TK_1956
NL_vanderBeugel_Ernst_1918__NL_NT-TK_1956__cab;NL_vanderBeugel_Ernst_1918;NL_NT-TK_1956
NL_Samkalden_Ivo_1912__NL_NT-TK_1956__cab;NL_Samkalden_Ivo_1912;NL_NT-TK_1956
NL_Suurhoff_Ko_1905__NL_NT-TK_1956__cab;NL_Suurhoff_Ko_1905;NL_NT-TK_1956
NL_Schmelzer_Norbert_1921__NL_NT-TK_1956__cab;NL_Schmelzer_Norbert_1921;NL_NT-TK_1956
NL_Cals_Jo_1914__NL_NT-TK_1956__cab;NL_Cals_Jo_1914;NL_NT-TK_1956
NL_deWaal_Anna_1906__NL_NT-TK_1956__cab;NL_deWaal_Anna_1906;NL_NT-TK_1956
NL_Hoeppener_Rene_1903__NL_NT-TK_1956__cab;NL_Hoeppener_Rene_1903;NL_NT-TK_1956
NL_Hofstra_Henk_1904__NL_NT-TK_1956__cab;NL_Hofstra_Henk_1904;NL_NT-TK_1956
NL_Staf_Kees_1905__NL_NT-TK_1956__cab;NL_Staf_Kees_1905;NL_NT-TK_1956
NL_Kranenburg_Ferdinand_1911__NL_NT-TK_1956__cab;NL_Kranenburg_Ferdinand_1911;NL_NT-TK_1956
NL_vanVeen_Meine_1893__NL_NT-TK_1956__cab;NL_vanVeen_Meine_1893;NL_NT-TK_1956
NL_Moorman_Harry_1899__NL_NT-TK_1956__cab;NL_Moorman_Harry_1899;NL_NT-TK_1956
NL_Witte_Herman_1909__NL_NT-TK_1956__cab;NL_Witte_Herman_1909;NL_NT-TK_1956
NL_Algera_Jacob_1902__NL_NT-TK_1956__cab;NL_Algera_Jacob_1902;NL_NT-TK_1956
NL_vanAartsen_Jan_1909__NL_NT-TK_1956__cab;NL_vanAartsen_Jan_1909;NL_NT-TK_1956
NL_Zijlstra_Jelle_1918__NL_NT-TK_1956__cab;NL_Zijlstra_Jelle_1918;NL_NT-TK_1956
NL_Veldkamp_Gerard_1921__NL_NT-TK_1956__cab;NL_Veldkamp_Gerard_1921;NL_NT-TK_1956
NL_Mansholt_Sicco_1908__NL_NT-TK_1956__cab;NL_Mansholt_Sicco_1908;NL_NT-TK_1956
NL_Vondeling_Anne_1916__NL_NT-TK_1956__cab;NL_Vondeling_Anne_1916;NL_NT-TK_1956
NL_vanRhijn_Aat_1892__NL_NT-TK_1956__cab;NL_vanRhijn_Aat_1892;NL_NT-TK_1956
NL_Klompe_Marga_1912__NL_NT-TK_1956__cab;NL_Klompe_Marga_1912;NL_NT-TK_1956
NL_Helders_Gerard_1905__NL_NT-TK_1956__cab;NL_Helders_Gerard_1905;NL_NT-TK_1956
NL_Beel_Louis_1902__NL_NT-TK_1956__cab;NL_Beel_Louis_1902;NL_NT-TK_1956
NL_deQuay_Jan_1901__NL_NT-TK_1959__cab;NL_deQuay_Jan_1901;NL_NT-TK_1959
NL_Korthals_Henk_1911__NL_NT-TK_1959__cab;NL_Korthals_Henk_1911;NL_NT-TK_1959
NL_Schmelzer_Norbert_1921__NL_NT-TK_1959__cab;NL_Schmelzer_Norbert_1921;NL_NT-TK_1959
NL_Luns_Joseph_1911__NL_NT-TK_1959__cab;NL_Luns_Joseph_1911;NL_NT-TK_1959
NL_vanHouten_Hans_1907__NL_NT-TK_1959__cab;NL_vanHouten_Hans_1907;NL_NT-TK_1959
NL_Beerman_Albert_1901__NL_NT-TK_1959__cab;NL_Beerman_Albert_1901;NL_NT-TK_1959
NL_Toxopeus_Edzo_1918__NL_NT-TK_1959__cab;NL_Toxopeus_Edzo_1918;NL_NT-TK_1959
NL_Bot_Theo_1911__NL_NT-TK_1959__cab;NL_Bot_Theo_1911;NL_NT-TK_1959
NL_Cals_Jo_1914__NL_NT-TK_1959__cab;NL_Cals_Jo_1914;NL_NT-TK_1959
NL_Stubenrouch_Gerard_1918__NL_NT-TK_1959__cab;NL_Stubenrouch_Gerard_1918;NL_NT-TK_1959
NL_Scholten_Ynso_1918__NL_NT-TK_1959__cab;NL_Scholten_Ynso_1918;NL_NT-TK_1959
NL_Janssen_Harry_1910__NL_NT-TK_1959__cab;NL_Janssen_Harry_1910;NL_NT-TK_1959
NL_Zijlstra_Jelle_1918__NL_NT-TK_1959__cab;NL_Zijlstra_Jelle_1918;NL_NT-TK_1959
NL_vandenBerge_Willem_1905__NL_NT-TK_1959__cab;NL_vandenBerge_Willem_1905;NL_NT-TK_1959
NL_vandenBergh_Sidney_1898__NL_NT-TK_1959__cab;NL_vandenBergh_Sidney_1898;NL_NT-TK_1959
NL_Visser_Sim_1908__NL_NT-TK_1959__cab;NL_Visser_Sim_1908;NL_NT-TK_1959
NL_Calmeyer_Michael_1895__NL_NT-TK_1959__cab;NL_Calmeyer_Michael_1895;NL_NT-TK_1959
NL_deJong_Piet_1915__NL_NT-TK_1959__cab;NL_deJong_Piet_1915;NL_NT-TK_1959
NL_vanAartsen_Jan_1909__NL_NT-TK_1959__cab;NL_vanAartsen_Jan_1909;NL_NT-TK_1959
NL_Stijkel_Eddie_1918__NL_NT-TK_1959__cab;NL_Stijkel_Eddie_1918;NL_NT-TK_1959
NL_dePous_Jan_1920__NL_NT-TK_1959__cab;NL_dePous_Jan_1920;NL_NT-TK_1959
NL_Veldkamp_Gerard_1921__NL_NT-TK_1959__cab;NL_Veldkamp_Gerard_1921;NL_NT-TK_1959
NL_Gijzels_Frans_1911__NL_NT-TK_1959__cab;NL_Gijzels_Frans_1911;NL_NT-TK_1959
NL_Marijnen_Victor_1917__NL_NT-TK_1959__cab;NL_Marijnen_Victor_1917;NL_NT-TK_1959
NL_vanRooy_Charles_1912__NL_NT-TK_1959__cab;NL_vanRooy_Charles_1912;NL_NT-TK_1959
NL_Roolvink_Bauke_1912__NL_NT-TK_1959__cab;NL_Roolvink_Bauke_1912;NL_NT-TK_1959
NL_Klompe_Marga_1912__NL_NT-TK_1959__cab;NL_Klompe_Marga_1912;NL_NT-TK_1959
NL_Marijnen_Victor_1917__NL_NT-TK_1963__cab;NL_Marijnen_Victor_1917;NL_NT-TK_1963
NL_Biesheuvel_Barend_1920__NL_NT-TK_1963__cab;NL_Biesheuvel_Barend_1920;NL_NT-TK_1963
NL_Luns_Joseph_1911__NL_NT-TK_1963__cab;NL_Luns_Joseph_1911;NL_NT-TK_1963
NL_deBlock_Leo_1904__NL_NT-TK_1963__cab;NL_deBlock_Leo_1904;NL_NT-TK_1963
NL_Diepenhorst_Isaaec_1907__NL_NT-TK_1963__cab;NL_Diepenhorst_Isaaec_1907;NL_NT-TK_1963
NL_Scholten_Ynso_1918__NL_NT-TK_1963__cab;NL_Scholten_Ynso_1918;NL_NT-TK_1963
NL_Toxopeus_Edzo_1918__NL_NT-TK_1963__cab;NL_Toxopeus_Edzo_1918;NL_NT-TK_1963
NL_Bot_Theo_1911__NL_NT-TK_1963__cab;NL_Bot_Theo_1911;NL_NT-TK_1963
NL_Grosheide_Hans_1930__NL_NT-TK_1963__cab;NL_Grosheide_Hans_1930;NL_NT-TK_1963
NL_vandeLaar_Louis_1921__NL_NT-TK_1963__cab;NL_vandeLaar_Louis_1921;NL_NT-TK_1963
NL_Witteveen_Johan_1921__NL_NT-TK_1963__cab;NL_Witteveen_Johan_1921;NL_NT-TK_1963
NL_vandenBerge_Willem_1905__NL_NT-TK_1963__cab;NL_vandenBerge_Willem_1905;NL_NT-TK_1963
NL_deJong_Piet_1915__NL_NT-TK_1963__cab;NL_deJong_Piet_1915;NL_NT-TK_1963
NL_Haex_Joop_1911__NL_NT-TK_1963__cab;NL_Haex_Joop_1911;NL_NT-TK_1963
NL_vanEs_Adri_1913__NL_NT-TK_1963__cab;NL_vanEs_Adri_1913;NL_NT-TK_1963
NL_denToom_Willem_1911__NL_NT-TK_1963__cab;NL_denToom_Willem_1911;NL_NT-TK_1963
NL_Bogaers_Pieter_1924__NL_NT-TK_1963__cab;NL_Bogaers_Pieter_1924;NL_NT-TK_1963
NL_vanAartsen_Jan_1909__NL_NT-TK_1963__cab;NL_vanAartsen_Jan_1909;NL_NT-TK_1963
NL_Keyzer_Mike_1911__NL_NT-TK_1963__cab;NL_Keyzer_Mike_1911;NL_NT-TK_1963
NL_Andriessen_Koos_1928__NL_NT-TK_1963__cab;NL_Andriessen_Koos_1928;NL_NT-TK_1963
NL_Bakker_Joop_1921__NL_NT-TK_1963__cab;NL_Bakker_Joop_1921;NL_NT-TK_1963
NL_Veldkamp_Gerard_1921__NL_NT-TK_1963__cab;NL_Veldkamp_Gerard_1921;NL_NT-TK_1963
NL_Bartels_Louis_1915__NL_NT-TK_1963__cab;NL_Bartels_Louis_1915;NL_NT-TK_1963
NL_deMeijer_Jose_1915__NL_NT-TK_1963__cab;NL_deMeijer_Jose_1915;NL_NT-TK_1963
NL_Schouwenaar_Jo_1909__NL_NT-TK_1963__cab;NL_Schouwenaar_Jo_1909;NL_NT-TK_1963
NL_Cals_Jo_1914__NL_NT-TK_1963__cab;NL_Cals_Jo_1914;NL_NT-TK_1963
NL_Vondeling_Anne_1916__NL_NT-TK_1963__cab;NL_Vondeling_Anne_1916;NL_NT-TK_1963
NL_vanderStoel_Max_1924__NL_NT-TK_1963__cab;NL_vanderStoel_Max_1924;NL_NT-TK_1963
NL_Samkalden_Ivo_1912__NL_NT-TK_1963__cab;NL_Samkalden_Ivo_1912;NL_NT-TK_1963
NL_Smallenbroek_Jan_1909__NL_NT-TK_1963__cab;NL_Smallenbroek_Jan_1909;NL_NT-TK_1963
NL_Verdam_Koos_1915__NL_NT-TK_1963__cab;NL_Verdam_Koos_1915;NL_NT-TK_1963
NL_Westerhout_Theo_1922__NL_NT-TK_1963__cab;NL_Westerhout_Theo_1922;NL_NT-TK_1963
NL_Diepenhorst_Isaaec_1916__NL_NT-TK_1963__cab;NL_Diepenhorst_Isaaec_1916;NL_NT-TK_1963
NL_Hoefnagels_Wiel_1929__NL_NT-TK_1963__cab;NL_Hoefnagels_Wiel_1929;NL_NT-TK_1963
NL_Peijnenburg_Gerard_1919__NL_NT-TK_1963__cab;NL_Peijnenburg_Gerard_1919;NL_NT-TK_1963
NL_Borghouts_Jan_1910__NL_NT-TK_1963__cab;NL_Borghouts_Jan_1910;NL_NT-TK_1963
NL_Schaper_Heije_1906__NL_NT-TK_1963__cab;NL_Schaper_Heije_1906;NL_NT-TK_1963
NL_Suurhoff_Ko_1905__NL_NT-TK_1963__cab;NL_Suurhoff_Ko_1905;NL_NT-TK_1963
NL_Posthumus_Siep_1910__NL_NT-TK_1963__cab;NL_Posthumus_Siep_1910;NL_NT-TK_1963
NL_denUyl_Joop_1919__NL_NT-TK_1963__cab;NL_denUyl_Joop_1919;NL_NT-TK_1963
NL_Vrolijk_Maarten_1919__NL_NT-TK_1963__cab;NL_Vrolijk_Maarten_1919;NL_NT-TK_1963
NL_Egas_Cees_1913__NL_NT-TK_1963__cab;NL_Egas_Cees_1913;NL_NT-TK_1963
NL_Zijlstra_Jelle_1918__NL_NT-TK_1963__cab;NL_Zijlstra_Jelle_1918;NL_NT-TK_1963
NL_deQuay_Jan_1901__NL_NT-TK_1963__cab;NL_deQuay_Jan_1901;NL_NT-TK_1963
NL_Struycken_Teun_1906__NL_NT-TK_1963__cab;NL_Struycken_Teun_1906;NL_NT-TK_1963
NL_Witte_Herman_1909__NL_NT-TK_1963__cab;NL_Witte_Herman_1909;NL_NT-TK_1963
NL_vanSon_Louis_1922__NL_NT-TK_1963__cab;NL_vanSon_Louis_1922;NL_NT-TK_1963
NL_Klompe_Marga_1912__NL_NT-TK_1963__cab;NL_Klompe_Marga_1912;NL_NT-TK_1963
NL_deJong_Piet_1915__NL_NT-TK_1967__cab;NL_deJong_Piet_1915;NL_NT-TK_1967
NL_Bakker_Joop_1921__NL_NT-TK_1967__cab;NL_Bakker_Joop_1921;NL_NT-TK_1967
NL_Witteveen_Johan_1921__NL_NT-TK_1967__cab;NL_Witteveen_Johan_1921;NL_NT-TK_1967
NL_Luns_Joseph_1911__NL_NT-TK_1967__cab;NL_Luns_Joseph_1911;NL_NT-TK_1967
NL_deKoster_Hans_1914__NL_NT-TK_1967__cab;NL_deKoster_Hans_1914;NL_NT-TK_1967
NL_Udink_Be_1926__NL_NT-TK_1967__cab;NL_Udink_Be_1926;NL_NT-TK_1967
NL_Polak_Carel_1909__NL_NT-TK_1967__cab;NL_Polak_Carel_1909;NL_NT-TK_1967
NL_Wiersma_Klaas_1917__NL_NT-TK_1967__cab;NL_Wiersma_Klaas_1917;NL_NT-TK_1967
NL_Beernink_Henk_1910__NL_NT-TK_1967__cab;NL_Beernink_Henk_1910;NL_NT-TK_1967
NL_vanVeen_Chris_1922__NL_NT-TK_1967__cab;NL_vanVeen_Chris_1922;NL_NT-TK_1967
NL_Veringa_Gerard_1924__NL_NT-TK_1967__cab;NL_Veringa_Gerard_1924;NL_NT-TK_1967
NL_Grosheide_Hans_1930__NL_NT-TK_1967__cab;NL_Grosheide_Hans_1930;NL_NT-TK_1967
NL_Grapperhaus_Ferd_1927__NL_NT-TK_1967__cab;NL_Grapperhaus_Ferd_1927;NL_NT-TK_1967
NL_denToom_Willem_1911__NL_NT-TK_1967__cab;NL_denToom_Willem_1911;NL_NT-TK_1967
NL_vanEs_Adri_1913__NL_NT-TK_1967__cab;NL_vanEs_Adri_1913;NL_NT-TK_1967
NL_Haex_Joop_1911__NL_NT-TK_1967__cab;NL_Haex_Joop_1911;NL_NT-TK_1967
NL_Duynstee_Bob_1920__NL_NT-TK_1967__cab;NL_Duynstee_Bob_1920;NL_NT-TK_1967
NL_Schut_Wim_1920__NL_NT-TK_1967__cab;NL_Schut_Wim_1920;NL_NT-TK_1967
NL_Keyzer_Mike_1911__NL_NT-TK_1967__cab;NL_Keyzer_Mike_1911;NL_NT-TK_1967
NL_deBlock_Leo_1904__NL_NT-TK_1967__cab;NL_deBlock_Leo_1904;NL_NT-TK_1967
NL_Nelissen_Roelof_1931__NL_NT-TK_1967__cab;NL_Nelissen_Roelof_1931;NL_NT-TK_1967
NL_vanSon_Louis_1922__NL_NT-TK_1967__cab;NL_vanSon_Louis_1922;NL_NT-TK_1967
NL_Lardinois_Pierre_1924__NL_NT-TK_1967__cab;NL_Lardinois_Pierre_1924;NL_NT-TK_1967
NL_Roolvink_Bauke_1912__NL_NT-TK_1967__cab;NL_Roolvink_Bauke_1912;NL_NT-TK_1967
NL_Kruisinga_Roelof_1922__NL_NT-TK_1967__cab;NL_Kruisinga_Roelof_1922;NL_NT-TK_1967
NL_Klompe_Marga_1912__NL_NT-TK_1967__cab;NL_Klompe_Marga_1912;NL_NT-TK_1967
NL_vandePoel_Hein_1915__NL_NT-TK_1967__cab;NL_vandePoel_Hein_1915;NL_NT-TK_1967
NL_Biesheuvel_Barend_1920__NL_NT-TK_1971__cab;NL_Biesheuvel_Barend_1920;NL_NT-TK_1971
NL_Geertsema_Molly_1918__NL_NT-TK_1971__cab;NL_Geertsema_Molly_1918;NL_NT-TK_1971
NL_Nelissen_Roelof_1931__NL_NT-TK_1971__cab;NL_Nelissen_Roelof_1931;NL_NT-TK_1971
NL_Schmelzer_Norbert_1921__NL_NT-TK_1971__cab;NL_Schmelzer_Norbert_1921;NL_NT-TK_1971
NL_Westerterp_Tjerk_1930__NL_NT-TK_1971__cab;NL_Westerterp_Tjerk_1930;NL_NT-TK_1971
NL_Boertien_Kees_1927__NL_NT-TK_1971__cab;NL_Boertien_Kees_1927;NL_NT-TK_1971
NL_vanAgt_Dries_1931__NL_NT-TK_1971__cab;NL_vanAgt_Dries_1931;NL_NT-TK_1971
NL_Grosheide_Hans_1930__NL_NT-TK_1971__cab;NL_Grosheide_Hans_1930;NL_NT-TK_1971
NL_vanStuijvenberg_Jan_1928__NL_NT-TK_1971__cab;NL_vanStuijvenberg_Jan_1928;NL_NT-TK_1971
NL_vanVeen_Chris_1922__NL_NT-TK_1971__cab;NL_vanVeen_Chris_1922;NL_NT-TK_1971
NL_Schelfhout_Kees_1918__NL_NT-TK_1971__cab;NL_Schelfhout_Kees_1918;NL_NT-TK_1971
NL_deBrauw_Mauk_1925__NL_NT-TK_1971__cab;NL_deBrauw_Mauk_1925;NL_NT-TK_1971
NL_vanderStee_Fons_1928__NL_NT-TK_1971__cab;NL_vanderStee_Fons_1928;NL_NT-TK_1971
NL_Scholten_Willem_1927__NL_NT-TK_1971__cab;NL_Scholten_Willem_1927;NL_NT-TK_1971
NL_deKoster_Hans_1914__NL_NT-TK_1971__cab;NL_deKoster_Hans_1914;NL_NT-TK_1971
NL_vanEs_Adri_1913__NL_NT-TK_1971__cab;NL_vanEs_Adri_1913;NL_NT-TK_1971
NL_Udink_Be_1926__NL_NT-TK_1971__cab;NL_Udink_Be_1926;NL_NT-TK_1971
NL_Buck_Werner_1925__NL_NT-TK_1971__cab;NL_Buck_Werner_1925;NL_NT-TK_1971
