parliament_id;leg_period_start;leg_period_end;level;country_abb;region_abb;leg_period;assembly_name;assembly_abb;coalition_parties;previous_parliament;next_parliament
CH_RE-SG_2008;01jun2008;31may2012;RE;CH;SG;NC;Kantonsrat;KR;NA;CH_RE-SG_2004;CH_RE-SG_2012
CH_RE-SG_2012;01jun2012;31may2016;RE;CH;SG;NC;Kantonsrat;KR;NA;CH_RE-SG_2008;CH_RE-SG_2016
CH_RE-SG_2016;01jun2016;31may2020;RE;CH;SG;NC;Kantonsrat;KR;NA;CH_RE-SG_2012;NA
CH_RE-SH_1940;1940;1944;RE;CH;SH;NC;Kantonsrat;KR;NA;NA;CH_RE-SH_1944
CH_RE-SH_1944;1944;1948;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_1940;CH_RE-SH_1948
CH_RE-SH_1948;1948;1952;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_1944;CH_RE-SH_1952
CH_RE-SH_1952;1952;1956;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_1948;CH_RE-SH_1956
CH_RE-SH_1956;1956;1960;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_1952;CH_RE-SH_1960
CH_RE-SH_1960;1960;1964;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_1956;CH_RE-SH_1964
CH_RE-SH_1964;1964;1968;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_1960;CH_RE-SH_1968
CH_RE-SH_1968;1968;1972;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_1964;CH_RE-SH_1972
CH_RE-SH_1972;1972;1976;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_1968;CH_RE-SH_1976
CH_RE-SH_1976;1976;1980;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_1972;CH_RE-SH_1980
CH_RE-SH_1980;1980;1984;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_1976;CH_RE-SH_1984
CH_RE-SH_1984;1984;1988;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_1980;CH_RE-SH_1988
CH_RE-SH_1988;1988;1992;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_1984;CH_RE-SH_1992
CH_RE-SH_1992;1992;1996;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_1988;CH_RE-SH_1996
CH_RE-SH_1996;1996;2000;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_1992;CH_RE-SH_2000
CH_RE-SH_2000;2000;31dec2004;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_1996;CH_RE-SH_2004
CH_RE-SH_2004;01jan2005;31dec2008;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_2000;CH_RE-SH_2008
CH_RE-SH_2008;01jan2009;31dec2012;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_2004;CH_RE-SH_2012
CH_RE-SH_2012;01jan2013;31dec2016;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_2008;CH_RE-SH_2016
CH_RE-SH_2016;01jan2017;31dec2020;RE;CH;SH;NC;Kantonsrat;KR;NA;CH_RE-SH_2012;NA
CH_RE-SO_1941;1941;1945;RE;CH;SO;NC;Kantonsrat;KR;NA;NA;CH_RE-SO_1945
CH_RE-SO_1945;1945;1949;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_1941;CH_RE-SO_1949
CH_RE-SO_1949;1949;1953;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_1945;CH_RE-SO_1953
CH_RE-SO_1953;1953;1957;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_1949;CH_RE-SO_1957
CH_RE-SO_1957;1957;1961;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_1953;CH_RE-SO_1961
CH_RE-SO_1961;1961;1965;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_1957;CH_RE-SO_1965
CH_RE-SO_1965;1965;1969;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_1961;CH_RE-SO_1969
CH_RE-SO_1969;1969;1973;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_1965;CH_RE-SO_1973
CH_RE-SO_1973;1973;1977;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_1969;CH_RE-SO_1977
CH_RE-SO_1977;1977;1981;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_1973;CH_RE-SO_1981
CH_RE-SO_1981;1981;1985;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_1977;CH_RE-SO_1985
CH_RE-SO_1985;1985;1989;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_1981;CH_RE-SO_1989
CH_RE-SO_1989;1989;1993;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_1985;CH_RE-SO_1993
CH_RE-SO_1993;1993;1997;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_1989;CH_RE-SO_1997
CH_RE-SO_1997;1997;08may2001;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_1993;CH_RE-SO_2001
CH_RE-SO_2001;08may2001;03may2005;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_1997;CH_RE-SO_2005
CH_RE-SO_2005;03may2005;05may2009;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_2001;CH_RE-SO_2009
CH_RE-SO_2009;05may2009;07may2013;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_2005;CH_RE-SO_2013
CH_RE-SO_2013;07may2013;09may2017;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_2009;CH_RE-SO_2017
CH_RE-SO_2017;09may2017;2021;RE;CH;SO;NC;Kantonsrat;KR;NA;CH_RE-SO_2013;NA
CH_RE-SZ_1940;1940;1944;RE;CH;SZ;NC;Kantonsrat;KR;NA;NA;CH_RE-SZ_1944
CH_RE-SZ_1944;1944;1948;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_1940;CH_RE-SZ_1948
CH_RE-SZ_1948;1948;1952;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_1944;CH_RE-SZ_1952
CH_RE-SZ_1952;1952;1956;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_1948;CH_RE-SZ_1956
CH_RE-SZ_1956;1956;1960;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_1952;CH_RE-SZ_1960
CH_RE-SZ_1960;1960;1964;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_1956;CH_RE-SZ_1964
CH_RE-SZ_1964;1964;1968;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_1960;CH_RE-SZ_1968
CH_RE-SZ_1968;1968;1972;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_1964;CH_RE-SZ_1972
CH_RE-SZ_1972;1972;1976;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_1968;CH_RE-SZ_1976
CH_RE-SZ_1976;1976;1980;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_1972;CH_RE-SZ_1980
CH_RE-SZ_1980;1980;1984;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_1976;CH_RE-SZ_1984
CH_RE-SZ_1984;1984;1988;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_1980;CH_RE-SZ_1988
CH_RE-SZ_1988;1988;1992;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_1984;CH_RE-SZ_1992
CH_RE-SZ_1992;1992;1996;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_1988;CH_RE-SZ_1996
CH_RE-SZ_1996;1996;2000;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_1992;CH_RE-SZ_2000
CH_RE-SZ_2000;2000;23jun2004;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_1996;CH_RE-SZ_2004
CH_RE-SZ_2004;23jun2004;25jun2008;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_2000;CH_RE-SZ_2008
CH_RE-SZ_2008;25jun2008;27jun2012;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_2004;CH_RE-SZ_2012
CH_RE-SZ_2012;27jun2012;29jun2016;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_2008;CH_RE-SZ_2016
CH_RE-SZ_2016;29jun2016;2020;RE;CH;SZ;NC;Kantonsrat;KR;NA;CH_RE-SZ_2012;NA
CH_RE-TG_1944;1944;1947;RE;CH;TG;NC;Grosser Rat;GR;NA;NA;CH_RE-TG_1947
CH_RE-TG_1947;1947;1950;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1944;CH_RE-TG_1950
CH_RE-TG_1950;1950;1953;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1947;CH_RE-TG_1953
CH_RE-TG_1953;1953;1956;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1950;CH_RE-TG_1956
CH_RE-TG_1956;1956;1959;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1953;CH_RE-TG_1959
CH_RE-TG_1959;1959;1962;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1956;CH_RE-TG_1962
CH_RE-TG_1962;1962;1965;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1959;CH_RE-TG_1965
CH_RE-TG_1965;1965;1968;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1962;CH_RE-TG_1968
CH_RE-TG_1968;1968;1972;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1965;CH_RE-TG_1972
CH_RE-TG_1972;1972;1976;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1968;CH_RE-TG_1976
CH_RE-TG_1976;1976;1980;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1972;CH_RE-TG_1980
CH_RE-TG_1980;1980;1984;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1976;CH_RE-TG_1984
CH_RE-TG_1984;1984;1988;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1980;CH_RE-TG_1988
CH_RE-TG_1988;1988;1992;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1984;CH_RE-TG_1992
CH_RE-TG_1992;1992;1996;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1988;CH_RE-TG_1996
CH_RE-TG_1996;1996;2000;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1992;CH_RE-TG_2000
CH_RE-TG_2000;2000;2004;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_1996;CH_RE-TG_2004
CH_RE-TG_2004;2004;28may2008;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_2000;CH_RE-TG_2008
CH_RE-TG_2008;28may2008;30may2012;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_2004;CH_RE-TG_2012
CH_RE-TG_2012;30may2012;25may2016;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_2008;CH_RE-TG_2016
CH_RE-TG_2016;25may2016;2020;RE;CH;TG;NC;Grosser Rat;GR;NA;CH_RE-TG_2012;NA
CH_RE-TI_1943;1943;1947;RE;CH;TI;NC;Gran Consiglio;GC;NA;NA;CH_RE-TI_1947
CH_RE-TI_1947;1947;1951;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_1943;CH_RE-TI_1951
CH_RE-TI_1951;1951;1955;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_1947;CH_RE-TI_1955
CH_RE-TI_1955;1955;1959;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_1951;CH_RE-TI_1959
CH_RE-TI_1959;1959;1963;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_1955;CH_RE-TI_1963
CH_RE-TI_1963;1963;1967;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_1959;CH_RE-TI_1967
CH_RE-TI_1967;1967;1971;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_1963;CH_RE-TI_1971
CH_RE-TI_1971;1971;1975;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_1967;CH_RE-TI_1975
CH_RE-TI_1975;1975;1979;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_1971;CH_RE-TI_1979
CH_RE-TI_1979;1979;1983;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_1975;CH_RE-TI_1983
CH_RE-TI_1983;1983;1987;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_1979;CH_RE-TI_1987
CH_RE-TI_1987;1987;1991;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_1983;CH_RE-TI_1991
CH_RE-TI_1991;1991;1995;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_1987;CH_RE-TI_1995
CH_RE-TI_1995;1995;1999;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_1991;CH_RE-TI_1999
CH_RE-TI_1999;1999;2003;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_1995;CH_RE-TI_2003
CH_RE-TI_2003;2003;2007;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_1999;CH_RE-TI_2007
CH_RE-TI_2007;2007;2011;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_2003;CH_RE-TI_2011
CH_RE-TI_2011;2011;2015;RE;CH;TI;NC;Gran Consiglio;GC;NA;CH_RE-TI_2007;NA
CH_RE-UR_1940;1940;1944;RE;CH;UR;NC;Landrat;LR;NA;NA;CH_RE-UR_1944
CH_RE-UR_1944;1944;1948;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_1940;CH_RE-UR_1948
CH_RE-UR_1948;1948;1952;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_1944;CH_RE-UR_1952
CH_RE-UR_1952;1952;1956;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_1948;CH_RE-UR_1956
CH_RE-UR_1956;1956;1960;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_1952;CH_RE-UR_1960
CH_RE-UR_1960;1960;1964;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_1956;CH_RE-UR_1964
CH_RE-UR_1964;1964;1968;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_1960;CH_RE-UR_1968
CH_RE-UR_1968;1968;1972;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_1964;CH_RE-UR_1972
CH_RE-UR_1972;1972;1976;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_1968;CH_RE-UR_1976
CH_RE-UR_1976;1976;1980;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_1972;CH_RE-UR_1980
CH_RE-UR_1980;1980;1984;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_1976;CH_RE-UR_1984
CH_RE-UR_1984;1984;1988;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_1980;CH_RE-UR_1988
CH_RE-UR_1988;1988;1992;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_1984;CH_RE-UR_1992
CH_RE-UR_1992;1992;1996;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_1988;CH_RE-UR_1996
CH_RE-UR_1996;1996;05jun2000;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_1992;CH_RE-UR_2000
CH_RE-UR_2000;05jun2000;07jun2004;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_1996;CH_RE-UR_2004
CH_RE-UR_2004;07jun2004;02jun2008;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_2000;CH_RE-UR_2008
CH_RE-UR_2008;02jun2008;06may2012;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_2004;CH_RE-UR_2012
CH_RE-UR_2012;06jun2012;08jun2016;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_2008;CH_RE-UR_2016
CH_RE-UR_2016;08jun2016;03jun2020;RE;CH;UR;NC;Landrat;LR;NA;CH_RE-UR_2012;NA
CH_RE-VD_1941;1941;1945;RE;CH;VD;NC;Grand Conseil;GC;NA;NA;CH_RE-VD_1945
CH_RE-VD_1945;1945;1949;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_1941;CH_RE-VD_1949
CH_RE-VD_1949;1949;1953;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_1945;CH_RE-VD_1953
CH_RE-VD_1953;1953;1957;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_1949;CH_RE-VD_1957
CH_RE-VD_1957;1957;1962;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_1953;CH_RE-VD_1962
CH_RE-VD_1962;1962;1966;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_1957;CH_RE-VD_1966
CH_RE-VD_1966;1966;1970;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_1962;CH_RE-VD_1970
CH_RE-VD_1970;1970;1974;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_1966;CH_RE-VD_1974
CH_RE-VD_1974;1974;1978;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_1970;CH_RE-VD_1978
CH_RE-VD_1978;1978;1982;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_1974;CH_RE-VD_1982
CH_RE-VD_1982;1982;1986;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_1978;CH_RE-VD_1986
CH_RE-VD_1986;1986;1990;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_1982;CH_RE-VD_1990
CH_RE-VD_1990;1990;1994;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_1986;CH_RE-VD_1994
CH_RE-VD_1994;1994;1998;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_1990;CH_RE-VD_1998
CH_RE-VD_1998;1998;2002;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_1994;CH_RE-VD_2002
CH_RE-VD_2002;2002;2007;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_1998;CH_RE-VD_2007
CH_RE-VD_2007;2007;2012;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_2002;CH_RE-VD_2012
CH_RE-VD_2012;2012;2017;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_2007;CH_RE-VD_2017
CH_RE-VD_2017;2017;2022;RE;CH;VD;NC;Grand Conseil;GC;NA;CH_RE-VD_2012;NA
CH_RE-VS_1941;1941;1945;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;NA;CH_RE-VS_1945
CH_RE-VS_1945;1945;1949;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_1941;CH_RE-VS_1949
CH_RE-VS_1949;1949;1953;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_1945;CH_RE-VS_1953
CH_RE-VS_1953;1953;1957;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_1949;CH_RE-VS_1957
CH_RE-VS_1957;1957;21mar1961;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_1953;CH_RE-VS_1961
CH_RE-VS_1961;21mar1961;1965;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_1957;CH_RE-VS_1965
CH_RE-VS_1965;1965;1969;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_1961;CH_RE-VS_1969
CH_RE-VS_1969;1969;20mar1973;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_1965;CH_RE-VS_1973
CH_RE-VS_1973;20mar1973;01mar1977;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_1969;CH_RE-VS_1977
CH_RE-VS_1977;01mar1977;16mar1981;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_1973;CH_RE-VS_1981
CH_RE-VS_1981;16mar1981;18mar1985;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_1977;CH_RE-VS_1985
CH_RE-VS_1985;18mar1985;20mar1989;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_1981;CH_RE-VS_1989
CH_RE-VS_1989;20mar1989;22mar1993;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_1985;CH_RE-VS_1993
CH_RE-VS_1993;22mar1993;24mar1997;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_1989;CH_RE-VS_1997
CH_RE-VS_1997;24mar1997;26mar2001;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_1993;CH_RE-VS_2001
CH_RE-VS_2001;26mar2001;28mar2005;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_1997;CH_RE-VS_2005
CH_RE-VS_2005;28mar2005;23mar2009;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_2001;CH_RE-VS_2009
CH_RE-VS_2009;23mar2009;25mar2013;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_2005;CH_RE-VS_2013
CH_RE-VS_2013;25mar2013;27mar2017;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_2009;CH_RE-VS_2017
CH_RE-VS_2017;27mar2017;2021;RE;CH;VS;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-VS_2013;NA
CH_RE-ZG_1942;1942;1946;RE;CH;ZG;NC;Kantonsrat;KR;NA;NA;CH_RE-ZG_1946
CH_RE-ZG_1946;1946;1950;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_1942;CH_RE-ZG_1950
CH_RE-ZG_1950;1950;1954;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_1946;CH_RE-ZG_1954
CH_RE-ZG_1954;1954;1958;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_1950;CH_RE-ZG_1958
CH_RE-ZG_1958;1958;1962;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_1954;CH_RE-ZG_1962
CH_RE-ZG_1962;1962;1966;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_1958;CH_RE-ZG_1966
CH_RE-ZG_1966;1966;1970;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_1962;CH_RE-ZG_1970
CH_RE-ZG_1970;1970;1974;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_1966;CH_RE-ZG_1974
CH_RE-ZG_1974;1974;1978;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_1970;CH_RE-ZG_1978
CH_RE-ZG_1978;1978;1982;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_1974;CH_RE-ZG_1982
CH_RE-ZG_1982;1982;1986;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_1978;CH_RE-ZG_1986
CH_RE-ZG_1986;1986;1990;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_1982;CH_RE-ZG_1990
CH_RE-ZG_1990;1990;1994;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_1986;CH_RE-ZG_1994
CH_RE-ZG_1994;1994;1998;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_1990;CH_RE-ZG_1998
CH_RE-ZG_1998;1998;2002;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_1994;CH_RE-ZG_2002
CH_RE-ZG_2002;2002;21dec2006;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_1998;CH_RE-ZG_2006
CH_RE-ZG_2006;21dec2006;16dec2010;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_2002;CH_RE-ZG_2010
CH_RE-ZG_2010;16dec2010;18dec2014;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_2006;CH_RE-ZG_2014
CH_RE-ZG_2014;18dec2014;20dec2018;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_2010;CH_RE-ZG_2018
CH_RE-ZG_2018;20dec2018;2022;RE;CH;ZG;NC;Kantonsrat;KR;NA;CH_RE-ZG_2014;NA
CH_RE-ZH_1943;03may1943;05may1947;RE;CH;ZH;NC;Kantonsrat;KR;NA;NA;CH_RE-ZH_1947
CH_RE-ZH_1947;05may1947;30apr1951;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_1943;CH_RE-ZH_1951
CH_RE-ZH_1951;30apr1951;09may1955;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_1947;CH_RE-ZH_1955
CH_RE-ZH_1955;09may1955;27apr1959;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_1951;CH_RE-ZH_1959
CH_RE-ZH_1959;27apr1959;27may1963;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_1955;CH_RE-ZH_1963
CH_RE-ZH_1963;27may1963;08may1967;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_1959;CH_RE-ZH_1967
CH_RE-ZH_1967;08may1967;24may1971;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_1963;CH_RE-ZH_1971
CH_RE-ZH_1971;24may1971;26may1975;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_1967;CH_RE-ZH_1975
CH_RE-ZH_1975;26may1975;30apr1979;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_1971;CH_RE-ZH_1979
CH_RE-ZH_1979;30apr1979;30may1983;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_1975;CH_RE-ZH_1983
CH_RE-ZH_1983;30may1983;04may1987;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_1979;CH_RE-ZH_1987
CH_RE-ZH_1987;04may1987;06may1991;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_1983;CH_RE-ZH_1991
CH_RE-ZH_1991;06may1991;08may1995;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_1987;CH_RE-ZH_1995
CH_RE-ZH_1995;08may1995;31may1999;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_1991;CH_RE-ZH_1999
CH_RE-ZH_1999;31may1999;19may2003;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_1995;CH_RE-ZH_2003
CH_RE-ZH_2003;19may2003;21may2007;RE;CH;ZH;NC;Kantonsrat;KR;NA;CH_RE-ZH_1999;CH_RE-ZH_2007
