list_id;list_name;parliament_id;district_id;elec_id;list_level;list_number;party_id;list_length;list_votes_total_[source];list_type;list_name_check;list_id_check
DE_NT-BT_1998__Braunschweig__27sep1998__district-SPD;district-SPD;DE_NT-BT_1998;DE_NT-BT_1998__Braunschweig;DE_NT-BT_1998__Braunschweig__27sep1998;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1994__Northeim-Osterode__16oct1994__district-SPD;district-SPD;DE_NT-BT_1994;DE_NT-BT_1994__Northeim-Osterode;DE_NT-BT_1994__Northeim-Osterode__16oct1994;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Northeim-Osterode__25jan1987__district-SPD;district-SPD;DE_NT-BT_1987;DE_NT-BT_1987__Northeim-Osterode;DE_NT-BT_1987__Northeim-Osterode__25jan1987;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Northeim-Osterode__02dec1990__district-SPD;district-SPD;DE_NT-BT_1990;DE_NT-BT_1990__Northeim-Osterode;DE_NT-BT_1990__Northeim-Osterode__02dec1990;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1998__Northeim-Osterode__27sep1998__district-SPD;district-SPD;DE_NT-BT_1998;DE_NT-BT_1998__Northeim-Osterode;DE_NT-BT_1998__Northeim-Osterode__27sep1998;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Lueneburg-Luechow-Dannenberg__25jan1987__district-FDP;district-FDP;DE_NT-BT_1987;DE_NT-BT_1987__Lueneburg-Luechow-Dannenberg;DE_NT-BT_1987__Lueneburg-Luechow-Dannenberg__25jan1987;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Lueneburg-Luechow-Dannenberg__02dec1990__district-FDP;district-FDP;DE_NT-BT_1990;DE_NT-BT_1990__Lueneburg-Luechow-Dannenberg;DE_NT-BT_1990__Lueneburg-Luechow-Dannenberg__02dec1990;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1998__Stadt-Hannover-II__27sep1998__district-B90|Gru;district-B90|Gru;DE_NT-BT_1998;DE_NT-BT_1998__Stadt-Hannover-II;DE_NT-BT_1998__Stadt-Hannover-II__27sep1998;DE_DI;NA;DE_B90|Gru_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1994__Stadt-Hannover-II__16oct1994__district-B90|Gru;district-B90|Gru;DE_NT-BT_1994;DE_NT-BT_1994__Stadt-Hannover-II;DE_NT-BT_1994__Stadt-Hannover-II__16oct1994;DE_DI;NA;DE_B90|Gru_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Stadt-Hannover-II__02dec1990__district-B90|Gru;district-B90|Gru;DE_NT-BT_1990;DE_NT-BT_1990__Stadt-Hannover-II;DE_NT-BT_1990__Stadt-Hannover-II__02dec1990;DE_DI;NA;DE_B90|Gru_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Stadt-Hannover-II__25jan1987__district-B90|Gru;district-B90|Gru;DE_NT-BT_1987;DE_NT-BT_1987__Stadt-Hannover-II;DE_NT-BT_1987__Stadt-Hannover-II__25jan1987;DE_DI;NA;DE_B90|Gru_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Goettingen__25jan1987__district-NPD;district-NPD;DE_NT-BT_1987;DE_NT-BT_1987__Goettingen;DE_NT-BT_1987__Goettingen__25jan1987;DE_DI;NA;DE_NPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Helmstedt-Wolfsburg__25jan1987__district-Patri;district-Patri;DE_NT-BT_1987;DE_NT-BT_1987__Helmstedt-Wolfsburg;DE_NT-BT_1987__Helmstedt-Wolfsburg__25jan1987;DE_DI;NA;DE_Patri_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Salzgitter-Wolfenbuettel__25jan1987__district-FDP;district-FDP;DE_NT-BT_1987;DE_NT-BT_1987__Salzgitter-Wolfenbuettel;DE_NT-BT_1987__Salzgitter-Wolfenbuettel__25jan1987;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Goettingen__25jan1987__district-B90|Gru;district-B90|Gru;DE_NT-BT_1987;DE_NT-BT_1987__Goettingen;DE_NT-BT_1987__Goettingen__25jan1987;DE_DI;NA;DE_B90|Gru_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Stadt-Osnabrueck__25jan1987__district-B90|Gru;district-B90|Gru;DE_NT-BT_1987;DE_NT-BT_1987__Stadt-Osnabrueck;DE_NT-BT_1987__Stadt-Osnabrueck__25jan1987;DE_DI;NA;DE_B90|Gru_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Cuxhaven__02dec1990__district-OEDP;district-OEDP;DE_NT-BT_1990;DE_NT-BT_1990__Cuxhaven;DE_NT-BT_1990__Cuxhaven__02dec1990;DE_DI;NA;DE_OEDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1994__Hildesheim__16oct1994__district-REP;district-REP;DE_NT-BT_1994;DE_NT-BT_1994__Hildesheim;DE_NT-BT_1994__Hildesheim__16oct1994;DE_DI;NA;DE_REP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Gifhorn-Peine__25jan1987__district-FDP;district-FDP;DE_NT-BT_1987;DE_NT-BT_1987__Gifhorn-Peine;DE_NT-BT_1987__Gifhorn-Peine__25jan1987;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_2009__Goettingen__27sep2009__district-Li|PDS;district-Li|PDS;DE_NT-BT_2009;DE_NT-BT_2009__Goettingen;DE_NT-BT_2009__Goettingen__27sep2009;DE_DI;NA;DE_Li|PDS_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Goettingen__25jan1987__district-SPD;district-SPD;DE_NT-BT_1987;DE_NT-BT_1987__Goettingen;DE_NT-BT_1987__Goettingen__25jan1987;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Hannover-Land-I__25jan1987__district-OEDP;district-OEDP;DE_NT-BT_1987;DE_NT-BT_1987__Hannover-Land-I;DE_NT-BT_1987__Hannover-Land-I__25jan1987;DE_DI;NA;DE_OEDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Gifhorn-Peine__25jan1987__district-SPD;district-SPD;DE_NT-BT_1987;DE_NT-BT_1987__Gifhorn-Peine;DE_NT-BT_1987__Gifhorn-Peine__25jan1987;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Gifhorn-Peine__02dec1990__district-SPD;district-SPD;DE_NT-BT_1990;DE_NT-BT_1990__Gifhorn-Peine;DE_NT-BT_1990__Gifhorn-Peine__02dec1990;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Unterems__02dec1990__district-NPD;district-NPD;DE_NT-BT_1990;DE_NT-BT_1990__Unterems;DE_NT-BT_1990__Unterems__02dec1990;DE_DI;NA;DE_NPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Cloppenburg-Vechta__02dec1990__district-NPD;district-NPD;DE_NT-BT_1990;DE_NT-BT_1990__Cloppenburg-Vechta;DE_NT-BT_1990__Cloppenburg-Vechta__02dec1990;DE_DI;NA;DE_NPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Nienburg-Schaumburg__25jan1987__district-B90|Gru;district-B90|Gru;DE_NT-BT_1987;DE_NT-BT_1987__Nienburg-Schaumburg;DE_NT-BT_1987__Nienburg-Schaumburg__25jan1987;DE_DI;NA;DE_B90|Gru_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Stadt-Hannover-II__25jan1987__district-FDP;district-FDP;DE_NT-BT_1987;DE_NT-BT_1987__Stadt-Hannover-II;DE_NT-BT_1987__Stadt-Hannover-II__25jan1987;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Hannover-Land-II__25jan1987__district-OEDP;district-OEDP;DE_NT-BT_1987;DE_NT-BT_1987__Hannover-Land-II;DE_NT-BT_1987__Hannover-Land-II__25jan1987;DE_DI;NA;DE_OEDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Hannover-Land-II__02dec1990__district-REP;district-REP;DE_NT-BT_1990;DE_NT-BT_1990__Hannover-Land-II;DE_NT-BT_1990__Hannover-Land-II__02dec1990;DE_DI;NA;DE_REP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Celle-Uelzen__25jan1987__district-FDP;district-FDP;DE_NT-BT_1987;DE_NT-BT_1987__Celle-Uelzen;DE_NT-BT_1987__Celle-Uelzen__25jan1987;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Soltau-Fallingbostel-Rotenburg-II__25jan1987__district-B90|Gru;district-B90|Gru;DE_NT-BT_1987;DE_NT-BT_1987__Soltau-Fallingbostel-Rotenburg-II;DE_NT-BT_1987__Soltau-Fallingbostel-Rotenburg-II__25jan1987;DE_DI;NA;DE_B90|Gru_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Lueneburg-Luechow-Dannenberg__25jan1987__district-B90|Gru;district-B90|Gru;DE_NT-BT_1987;DE_NT-BT_1987__Lueneburg-Luechow-Dannenberg;DE_NT-BT_1987__Lueneburg-Luechow-Dannenberg__25jan1987;DE_DI;NA;DE_B90|Gru_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Cuxhaven__25jan1987__district-FDP;district-FDP;DE_NT-BT_1987;DE_NT-BT_1987__Cuxhaven;DE_NT-BT_1987__Cuxhaven__25jan1987;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Goslar__25jan1987__district-NPD;district-NPD;DE_NT-BT_1987;DE_NT-BT_1987__Goslar;DE_NT-BT_1987__Goslar__25jan1987;DE_DI;NA;DE_NPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Goettingen__02dec1990__district-CDU;district-CDU;DE_NT-BT_1990;DE_NT-BT_1990__Goettingen;DE_NT-BT_1990__Goettingen__02dec1990;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1998__Goettingen__27sep1998__district-CDU;district-CDU;DE_NT-BT_1998;DE_NT-BT_1998__Goettingen;DE_NT-BT_1998__Goettingen__27sep1998;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Goettingen__25jan1987__district-CDU;district-CDU;DE_NT-BT_1987;DE_NT-BT_1987__Goettingen;DE_NT-BT_1987__Goettingen__25jan1987;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1994__Goettingen__16oct1994__district-CDU;district-CDU;DE_NT-BT_1994;DE_NT-BT_1994__Goettingen;DE_NT-BT_1994__Goettingen__16oct1994;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1994__Stade-Rotenburg-I__16oct1994__district-BueSo;district-BueSo;DE_NT-BT_1994;DE_NT-BT_1994__Stade-Rotenburg-I;DE_NT-BT_1994__Stade-Rotenburg-I__16oct1994;DE_DI;NA;DE_BueSo_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_2002__Rotenburg-Verden__22sep2002__district-BueSo;district-BueSo;DE_NT-BT_2002;DE_NT-BT_2002__Rotenburg-Verden;DE_NT-BT_2002__Rotenburg-Verden__22sep2002;DE_DI;NA;DE_BueSo_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Stade-Rotenburg-I__25jan1987__district-Patri;district-Patri;DE_NT-BT_1987;DE_NT-BT_1987__Stade-Rotenburg-I;DE_NT-BT_1987__Stade-Rotenburg-I__25jan1987;DE_DI;NA;DE_Patri_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Oldenburg-Ammerland__25jan1987__district-B90|Gru;district-B90|Gru;DE_NT-BT_1987;DE_NT-BT_1987__Oldenburg-Ammerland;DE_NT-BT_1987__Oldenburg-Ammerland__25jan1987;DE_DI;NA;DE_B90|Gru_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_2009__Stadt-Hannover-I__27sep2009__district-MLPD;district-MLPD;DE_NT-BT_2009;DE_NT-BT_2009__Stadt-Hannover-I;DE_NT-BT_2009__Stadt-Hannover-I__27sep2009;DE_DI;NA;DE_MLPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_2005__Stadt-Hannover-I__18sep2005__district-MLPD;district-MLPD;DE_NT-BT_2005;DE_NT-BT_2005__Stadt-Hannover-I;DE_NT-BT_2005__Stadt-Hannover-I__18sep2005;DE_DI;NA;DE_MLPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Hameln-Pyrmont-Holzminden__25jan1987__district-FDP;district-FDP;DE_NT-BT_1987;DE_NT-BT_1987__Hameln-Pyrmont-Holzminden;DE_NT-BT_1987__Hameln-Pyrmont-Holzminden__25jan1987;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Hameln-Pyrmont-Holzminden__02dec1990__district-FDP;district-FDP;DE_NT-BT_1990;DE_NT-BT_1990__Hameln-Pyrmont-Holzminden;DE_NT-BT_1990__Hameln-Pyrmont-Holzminden__02dec1990;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Unterems__25jan1987__district-FDP;district-FDP;DE_NT-BT_1987;DE_NT-BT_1987__Unterems;DE_NT-BT_1987__Unterems__25jan1987;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Helmstedt-Wolfsburg__25jan1987__district-B90|Gru;district-B90|Gru;DE_NT-BT_1987;DE_NT-BT_1987__Helmstedt-Wolfsburg;DE_NT-BT_1987__Helmstedt-Wolfsburg__25jan1987;DE_DI;NA;DE_B90|Gru_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Hildesheim__25jan1987__district-B90|Gru;district-B90|Gru;DE_NT-BT_1987;DE_NT-BT_1987__Hildesheim;DE_NT-BT_1987__Hildesheim__25jan1987;DE_DI;NA;DE_B90|Gru_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_2005__Oldenburg-Ammerland__18sep2005__district-CDU;district-CDU;DE_NT-BT_2005;DE_NT-BT_2005__Oldenburg-Ammerland;DE_NT-BT_2005__Oldenburg-Ammerland__18sep2005;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1998__Oldenburg-Ammerland__27sep1998__district-CDU;district-CDU;DE_NT-BT_1998;DE_NT-BT_1998__Oldenburg-Ammerland;DE_NT-BT_1998__Oldenburg-Ammerland__27sep1998;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_2002__Oldenburg-Ammerland__22sep2002__district-CDU;district-CDU;DE_NT-BT_2002;DE_NT-BT_2002__Oldenburg-Ammerland;DE_NT-BT_2002__Oldenburg-Ammerland__22sep2002;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_2009__Oldenburg-Ammerland__27sep2009__district-CDU;district-CDU;DE_NT-BT_2009;DE_NT-BT_2009__Oldenburg-Ammerland;DE_NT-BT_2009__Oldenburg-Ammerland__27sep2009;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1994__Oldenburg-Ammerland__16oct1994__district-CDU;district-CDU;DE_NT-BT_1994;DE_NT-BT_1994__Oldenburg-Ammerland;DE_NT-BT_1994__Oldenburg-Ammerland__16oct1994;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Oldenburg-Ammerland__25jan1987__district-CDU;district-CDU;DE_NT-BT_1987;DE_NT-BT_1987__Oldenburg-Ammerland;DE_NT-BT_1987__Oldenburg-Ammerland__25jan1987;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Oldenburg-Ammerland__02dec1990__district-CDU;district-CDU;DE_NT-BT_1990;DE_NT-BT_1990__Oldenburg-Ammerland;DE_NT-BT_1990__Oldenburg-Ammerland__02dec1990;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Hameln-Pyrmont-Holzminden__25jan1987__district-CDU;district-CDU;DE_NT-BT_1987;DE_NT-BT_1987__Hameln-Pyrmont-Holzminden;DE_NT-BT_1987__Hameln-Pyrmont-Holzminden__25jan1987;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Hildesheim__02dec1990__district-FDP;district-FDP;DE_NT-BT_1990;DE_NT-BT_1990__Hildesheim;DE_NT-BT_1990__Hildesheim__02dec1990;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1994__Hildesheim__16oct1994__district-FDP;district-FDP;DE_NT-BT_1994;DE_NT-BT_1994__Hildesheim;DE_NT-BT_1994__Hildesheim__16oct1994;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Osnabrueck-Land__25jan1987__district-FDP;district-FDP;DE_NT-BT_1987;DE_NT-BT_1987__Osnabrueck-Land;DE_NT-BT_1987__Osnabrueck-Land__25jan1987;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Hannover-Land-I__25jan1987__district-Patri;district-Patri;DE_NT-BT_1987;DE_NT-BT_1987__Hannover-Land-I;DE_NT-BT_1987__Hannover-Land-I__25jan1987;DE_DI;NA;DE_Patri_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1998__Stadt-Hannover-II__27sep1998__district-SPD;district-SPD;DE_NT-BT_1998;DE_NT-BT_1998__Stadt-Hannover-II;DE_NT-BT_1998__Stadt-Hannover-II__27sep1998;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_2005__Stadt-Hannover-II__18sep2005__district-SPD;district-SPD;DE_NT-BT_2005;DE_NT-BT_2005__Stadt-Hannover-II;DE_NT-BT_2005__Stadt-Hannover-II__18sep2005;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Stadt-Hannover-II__02dec1990__district-SPD;district-SPD;DE_NT-BT_1990;DE_NT-BT_1990__Stadt-Hannover-II;DE_NT-BT_1990__Stadt-Hannover-II__02dec1990;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_2009__Stadt-Hannover-II__27sep2009__district-SPD;district-SPD;DE_NT-BT_2009;DE_NT-BT_2009__Stadt-Hannover-II;DE_NT-BT_2009__Stadt-Hannover-II__27sep2009;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1994__Stadt-Hannover-II__16oct1994__district-SPD;district-SPD;DE_NT-BT_1994;DE_NT-BT_1994__Stadt-Hannover-II;DE_NT-BT_1994__Stadt-Hannover-II__16oct1994;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Stadt-Hannover-II__25jan1987__district-SPD;district-SPD;DE_NT-BT_1987;DE_NT-BT_1987__Stadt-Hannover-II;DE_NT-BT_1987__Stadt-Hannover-II__25jan1987;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_2002__Stadt-Hannover-II__22sep2002__district-SPD;district-SPD;DE_NT-BT_2002;DE_NT-BT_2002__Stadt-Hannover-II;DE_NT-BT_2002__Stadt-Hannover-II__22sep2002;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Cuxhaven__25jan1987__district-Patri;district-Patri;DE_NT-BT_1987;DE_NT-BT_1987__Cuxhaven;DE_NT-BT_1987__Cuxhaven__25jan1987;DE_DI;NA;DE_Patri_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1987__Unterems__25jan1987__district-NPD;district-NPD;DE_NT-BT_1987;DE_NT-BT_1987__Unterems;DE_NT-BT_1987__Unterems__25jan1987;DE_DI;NA;DE_NPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Mittelems__02dec1990__district-NPD;district-NPD;DE_NT-BT_1990;DE_NT-BT_1990__Mittelems;DE_NT-BT_1990__Mittelems__02dec1990;DE_DI;NA;DE_NPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Oldenburg-Ammerland__02dec1990__district-NPD;district-NPD;DE_NT-BT_1990;DE_NT-BT_1990__Oldenburg-Ammerland;DE_NT-BT_1990__Oldenburg-Ammerland__02dec1990;DE_DI;NA;DE_NPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1994__Hildesheim__16oct1994__district-OEDP;district-OEDP;DE_NT-BT_1994;DE_NT-BT_1994__Hildesheim;DE_NT-BT_1994__Hildesheim__16oct1994;DE_DI;NA;DE_OEDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1998__Soltau-Fallingbostel-Rotenburg-II__27sep1998__district-OEDP;district-OEDP;DE_NT-BT_1998;DE_NT-BT_1998__Soltau-Fallingbostel-Rotenburg-II;DE_NT-BT_1998__Soltau-Fallingbostel-Rotenburg-II__27sep1998;DE_DI;NA;DE_OEDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Nienburg-Schaumburg__02dec1990__district-FDP;district-FDP;DE_NT-BT_1990;DE_NT-BT_1990__Nienburg-Schaumburg;DE_NT-BT_1990__Nienburg-Schaumburg__02dec1990;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1994__Nienburg-Schaumburg__16oct1994__district-FDP;district-FDP;DE_NT-BT_1994;DE_NT-BT_1994__Nienburg-Schaumburg;DE_NT-BT_1994__Nienburg-Schaumburg__16oct1994;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1998__Stadt-Hannover-II__27sep1998__district-CDU;district-CDU;DE_NT-BT_1998;DE_NT-BT_1998__Stadt-Hannover-II;DE_NT-BT_1998__Stadt-Hannover-II__27sep1998;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1994__Stadt-Hannover-II__16oct1994__district-CDU;district-CDU;DE_NT-BT_1994;DE_NT-BT_1994__Stadt-Hannover-II;DE_NT-BT_1994__Stadt-Hannover-II__16oct1994;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_2005__Stadt-Hannover-II__18sep2005__district-CDU;district-CDU;DE_NT-BT_2005;DE_NT-BT_2005__Stadt-Hannover-II;DE_NT-BT_2005__Stadt-Hannover-II__18sep2005;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_2002__Stadt-Hannover-II__22sep2002__district-CDU;district-CDU;DE_NT-BT_2002;DE_NT-BT_2002__Stadt-Hannover-II;DE_NT-BT_2002__Stadt-Hannover-II__22sep2002;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Stadt-Hannover-II__02dec1990__district-CDU;district-CDU;DE_NT-BT_1990;DE_NT-BT_1990__Stadt-Hannover-II;DE_NT-BT_1990__Stadt-Hannover-II__02dec1990;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1998__Northeim-Osterode__27sep1998__district-Li|PDS;district-Li|PDS;DE_NT-BT_1998;DE_NT-BT_1998__Northeim-Osterode;DE_NT-BT_1998__Northeim-Osterode__27sep1998;DE_DI;NA;DE_Li|PDS_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1994__Hannover-Land-II__16oct1994__district-SPD;district-SPD;DE_NT-BT_1994;DE_NT-BT_1994__Hannover-Land-II;DE_NT-BT_1994__Hannover-Land-II__16oct1994;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Hannover-Land-II__02dec1990__district-SPD;district-SPD;DE_NT-BT_1990;DE_NT-BT_1990__Hannover-Land-II;DE_NT-BT_1990__Hannover-Land-II__02dec1990;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1998__Hannover-Land-II__27sep1998__district-SPD;district-SPD;DE_NT-BT_1998;DE_NT-BT_1998__Hannover-Land-II;DE_NT-BT_1998__Hannover-Land-II__27sep1998;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_2002__Hannover-Land-II__22sep2002__district-SPD;district-SPD;DE_NT-BT_2002;DE_NT-BT_2002__Hannover-Land-II;DE_NT-BT_2002__Hannover-Land-II__22sep2002;DE_DI;NA;DE_SPD_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Hildesheim__02dec1990__district-CDU;district-CDU;DE_NT-BT_1990;DE_NT-BT_1990__Hildesheim;DE_NT-BT_1990__Hildesheim__02dec1990;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1994__Stadt-Hannover-I__16oct1994__district-REP;district-REP;DE_NT-BT_1994;DE_NT-BT_1994__Stadt-Hannover-I;DE_NT-BT_1994__Stadt-Hannover-I__16oct1994;DE_DI;NA;DE_REP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Stadt-Hannover-II__02dec1990__district-REP;district-REP;DE_NT-BT_1990;DE_NT-BT_1990__Stadt-Hannover-II;DE_NT-BT_1990__Stadt-Hannover-II__02dec1990;DE_DI;NA;DE_REP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Braunschweig__02dec1990__district-Grau;district-Grau;DE_NT-BT_1990;DE_NT-BT_1990__Braunschweig;DE_NT-BT_1990__Braunschweig__02dec1990;DE_DI;NA;DE_Grau_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_2002__Stadt-Hannover-II__22sep2002__district-Grau;district-Grau;DE_NT-BT_2002;DE_NT-BT_2002__Stadt-Hannover-II;DE_NT-BT_2002__Stadt-Hannover-II__22sep2002;DE_DI;NA;DE_Grau_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Verden-Osterholz__02dec1990__district-FDP;district-FDP;DE_NT-BT_1990;DE_NT-BT_1990__Verden-Osterholz;DE_NT-BT_1990__Verden-Osterholz__02dec1990;DE_DI;NA;DE_FDP_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Hameln-Pyrmont-Holzminden__02dec1990__district-CDU;district-CDU;DE_NT-BT_1990;DE_NT-BT_1990__Hameln-Pyrmont-Holzminden;DE_NT-BT_1990__Hameln-Pyrmont-Holzminden__02dec1990;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1994__Hameln-Pyrmont-Holzminden__16oct1994__district-CDU;district-CDU;DE_NT-BT_1994;DE_NT-BT_1994__Hameln-Pyrmont-Holzminden;DE_NT-BT_1994__Hameln-Pyrmont-Holzminden__16oct1994;DE_DI;NA;DE_CDU_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1990__Cuxhaven__02dec1990__district-B90|Gru;district-B90|Gru;DE_NT-BT_1990;DE_NT-BT_1990__Cuxhaven;DE_NT-BT_1990__Cuxhaven__02dec1990;DE_DI;NA;DE_B90|Gru_RE-NI;NA;;;TRUE;TRUE
