list_id;list_name;parliament_id;district_id;elec_id;list_level;list_number;party_id;list_length;list_votes_total_[source];list_type;list_name_check;list_id_check
CH_NT-NR_1947__Bern__26oct1947__Bern-Bauern-Gewerbe-und-Buergerpartei;Bern-Bauern-Gewerbe-und-Buergerpartei;CH_NT-NR_1947;CH_NT-NR_1947__Bern;CH_NT-NR_1947__Bern__26oct1947;CH_BE;2;CH_SVP|UDC_RE-BE;32;;;TRUE;TRUE
CH_NT-NR_1947__Bern__26oct1947__Landesteilverband-Oberland;Landesteilverband-Oberland;CH_NT-NR_1947;CH_NT-NR_1947__Bern;CH_NT-NR_1947__Bern__26oct1947;CH_BE;3;CH_SVP|UDC_RE-BE;16;;;TRUE;TRUE
CH_NT-NR_1947__Bern__26oct1947__Federation-regionale-jurassienne;Federation-regionale-jurassienne;CH_NT-NR_1947;CH_NT-NR_1947__Bern;CH_NT-NR_1947__Bern__26oct1947;CH_BE;4;CH_FJ_RE-BE;9;;;TRUE;TRUE
CH_NT-NR_1947__Bern__26oct1947__Parti-democratique-catholique-du-canton-de-Berne;Parti-democratique-catholique-du-canton-de-Berne;CH_NT-NR_1947;CH_NT-NR_1947__Bern;CH_NT-NR_1947__Bern__26oct1947;CH_BE;5;CH_CVP|PDC_RE-BE;16;;;TRUE;TRUE
CH_NT-NR_1947__Bern__26oct1947__Sozialdemokratische-Partei-des-Kantons-Bern;Sozialdemokratische-Partei-des-Kantons-Bern;CH_NT-NR_1947;CH_NT-NR_1947__Bern;CH_NT-NR_1947__Bern__26oct1947;CH_BE;6;CH_SP|PS_RE-BE;30;;;TRUE;TRUE
CH_NT-NR_1947__Bern__26oct1947__Parti-socialiste-jurassien;Parti-socialiste-jurassien;CH_NT-NR_1947;CH_NT-NR_1947__Bern;CH_NT-NR_1947__Bern__26oct1947;CH_BE;7;CH_SP|PS_RE-BE;16;;;TRUE;TRUE
CH_NT-NR_1947__Bern__26oct1947__Freisinnig-demokratische-Partei-des-Kantons-Bern;Freisinnig-demokratische-Partei-des-Kantons-Bern;CH_NT-NR_1947;CH_NT-NR_1947__Bern;CH_NT-NR_1947__Bern__26oct1947;CH_BE;8;CH_FDP|PRD_RE-BE;39;;;TRUE;TRUE
CH_NT-NR_1947__Bern__26oct1947__Parti-liberal-jurassien;Parti-liberal-jurassien;CH_NT-NR_1947;CH_NT-NR_1947__Bern;CH_NT-NR_1947__Bern__26oct1947;CH_BE;9;CH_LPS_RE-BE;9;;;TRUE;TRUE
CH_NT-NR_1947__Luzern__26oct1947__Liberale-Partei;Liberale-Partei;CH_NT-NR_1947;CH_NT-NR_1947__Luzern;CH_NT-NR_1947__Luzern__26oct1947;CH_LU;1;CH_FDP|PRD_RE-LU;6;;;TRUE;TRUE
CH_NT-NR_1947__Luzern__26oct1947__Sozialdemokratische-Partei;Sozialdemokratische-Partei;CH_NT-NR_1947;CH_NT-NR_1947__Luzern;CH_NT-NR_1947__Luzern__26oct1947;CH_LU;2;CH_SP|PS_RE-LU;6;;;TRUE;TRUE
CH_NT-NR_1947__Luzern__26oct1947__Konservative-und-christlichsoziale-Volkspartei;Konservative-und-christlichsoziale-Volkspartei;CH_NT-NR_1947;CH_NT-NR_1947__Luzern;CH_NT-NR_1947__Luzern__26oct1947;CH_LU;3;CH_CVP|PDC_RE-LU;7;;;TRUE;TRUE
CH_NT-NR_1947__Uri__26oct1947__NA-UR-1;NA-UR-1;CH_NT-NR_1947;CH_NT-NR_1947__Uri;CH_NT-NR_1947__Uri__26oct1947;CH_UR;1;CH_none_RE-UR;1;;;TRUE;TRUE
CH_NT-NR_1947__Schwyz__26oct1947__Christlichsoziale-Partei;Christlichsoziale-Partei;CH_NT-NR_1947;CH_NT-NR_1947__Schwyz;CH_NT-NR_1947__Schwyz__26oct1947;CH_SZ;1;;2;;;TRUE;TRUE
CH_NT-NR_1947__Schwyz__26oct1947__Sozialdemokratisch-gewerkschaftliche-Liste;Sozialdemokratisch-gewerkschaftliche-Liste;CH_NT-NR_1947;CH_NT-NR_1947__Schwyz;CH_NT-NR_1947__Schwyz__26oct1947;CH_SZ;2;CH_SP|PS_RE-SZ;1;;;TRUE;TRUE
CH_NT-NR_1947__Schwyz__26oct1947__Konservative-Volkspartei;Konservative-Volkspartei;CH_NT-NR_1947;CH_NT-NR_1947__Schwyz;CH_NT-NR_1947__Schwyz__26oct1947;CH_SZ;3;CH_CVP|PDC_RE-SZ;2;;;TRUE;TRUE
CH_NT-NR_1947__Schwyz__26oct1947__Bauernvereinigung;Bauernvereinigung;CH_NT-NR_1947;CH_NT-NR_1947__Schwyz;CH_NT-NR_1947__Schwyz__26oct1947;CH_SZ;4;CH_SVP|UDC_RE-SZ;1;;;TRUE;TRUE
CH_NT-NR_1947__Schwyz__26oct1947__Liberale-und-jungliberale-Volkspartei;Liberale-und-jungliberale-Volkspartei;CH_NT-NR_1947;CH_NT-NR_1947__Schwyz;CH_NT-NR_1947__Schwyz__26oct1947;CH_SZ;5;CH_FDP|PRD_RE-SZ;3;;;TRUE;TRUE
CH_NT-NR_1947__Obwalden__26oct1947__NA-OW-1;NA-OW-1;CH_NT-NR_1947;CH_NT-NR_1947__Obwalden;CH_NT-NR_1947__Obwalden__26oct1947;CH_OW;1;CH_none_RE-OW;1;;;TRUE;TRUE
CH_NT-NR_1947__Nidwalden__26oct1947__NA-NW-1;NA-NW-1;CH_NT-NR_1947;CH_NT-NR_1947__Nidwalden;CH_NT-NR_1947__Nidwalden__26oct1947;CH_NW;1;CH_none_RE-NW;1;;;TRUE;TRUE
CH_NT-NR_1947__Nidwalden__26oct1947__NA-NW-2;NA-NW-2;CH_NT-NR_1947;CH_NT-NR_1947__Nidwalden;CH_NT-NR_1947__Nidwalden__26oct1947;CH_NW;2;;1;;;TRUE;TRUE
CH_NT-NR_1947__Glarus__26oct1947__Sozialdemokratische-Partei;Sozialdemokratische-Partei;CH_NT-NR_1947;CH_NT-NR_1947__Glarus;CH_NT-NR_1947__Glarus__26oct1947;CH_GL;1;CH_SP|PS_RE-GL;1;;;TRUE;TRUE
CH_NT-NR_1947__Glarus__26oct1947__Demokratische-und-Arbeiterpartei;Demokratische-und-Arbeiterpartei;CH_NT-NR_1947;CH_NT-NR_1947__Glarus;CH_NT-NR_1947__Glarus__26oct1947;CH_GL;2;;2;;;TRUE;TRUE
CH_NT-NR_1947__Glarus__26oct1947__Allgemeine-buergerliche-Volkspartei;Allgemeine-buergerliche-Volkspartei;CH_NT-NR_1947;CH_NT-NR_1947__Glarus;CH_NT-NR_1947__Glarus__26oct1947;CH_GL;3;;2;;;TRUE;TRUE
CH_NT-NR_1947__Zug__26oct1947__Konservative-Volks-und-Arbeiterpartei;Konservative-Volks-und-Arbeiterpartei;CH_NT-NR_1947;CH_NT-NR_1947__Zug;CH_NT-NR_1947__Zug__26oct1947;CH_ZG;1;CH_CVP|PDC_RE-ZG;1;;;TRUE;TRUE
CH_NT-NR_1947__Zug__26oct1947__Freisinnig-demokratische-Partei;Freisinnig-demokratische-Partei;CH_NT-NR_1947;CH_NT-NR_1947__Zug;CH_NT-NR_1947__Zug__26oct1947;CH_ZG;2;CH_FDP|PRD_RE-ZG;1;;;TRUE;TRUE
CH_NT-NR_1947__Zug__26oct1947__Sozialdemokratische-Partei;Sozialdemokratische-Partei;CH_NT-NR_1947;CH_NT-NR_1947__Zug;CH_NT-NR_1947__Zug__26oct1947;CH_ZG;3;CH_SP|PS_RE-ZG;1;;;TRUE;TRUE
CH_NT-NR_1947__Fribourg__26oct1947__Liste-conservatrice-progressiste;Liste-conservatrice-progressiste;CH_NT-NR_1947;CH_NT-NR_1947__Fribourg;CH_NT-NR_1947__Fribourg__26oct1947;CH_FR;1;CH_CVP|PDC_RE-FR;7;;;TRUE;TRUE
CH_NT-NR_1947__Fribourg__26oct1947__Liste-socialiste;Liste-socialiste;CH_NT-NR_1947;CH_NT-NR_1947__Fribourg;CH_NT-NR_1947__Fribourg__26oct1947;CH_FR;2;CH_SP|PS_RE-FR;7;;;TRUE;TRUE
CH_NT-NR_1947__Fribourg__26oct1947__Liste-liberale-radicale-independante;Liste-liberale-radicale-independante;CH_NT-NR_1947;CH_NT-NR_1947__Fribourg;CH_NT-NR_1947__Fribourg__26oct1947;CH_FR;3;CH_FDP|PRD_RE-FR;7;;;TRUE;TRUE
CH_NT-NR_1947__Fribourg__26oct1947__Liste-du-parti-paysan;Liste-du-parti-paysan;CH_NT-NR_1947;CH_NT-NR_1947__Fribourg;CH_NT-NR_1947__Fribourg__26oct1947;CH_FR;4;CH_SVP|UDC_RE-FR;2;;;TRUE;TRUE
CH_NT-NR_1947__Solothurn__26oct1947__Solothurnische-Volkspartei;Solothurnische-Volkspartei;CH_NT-NR_1947;CH_NT-NR_1947__Solothurn;CH_NT-NR_1947__Solothurn__26oct1947;CH_SO;1;CH_CVP|PDC_RE-SO;7;;;TRUE;TRUE
CH_NT-NR_1947__Solothurn__26oct1947__Freisinnig-demokratische-Partei-und-Jungliberale-Bewegung;Freisinnig-demokratische-Partei-und-Jungliberale-Bewegung;CH_NT-NR_1947;CH_NT-NR_1947__Solothurn;CH_NT-NR_1947__Solothurn__26oct1947;CH_SO;2;CH_FDP|PRD_RE-SO;7;;;TRUE;TRUE
CH_NT-NR_1947__Solothurn__26oct1947__Sozialdemokratische-Partei;Sozialdemokratische-Partei;CH_NT-NR_1947;CH_NT-NR_1947__Solothurn;CH_NT-NR_1947__Solothurn__26oct1947;CH_SO;3;CH_SP|PS_RE-SO;7;;;TRUE;TRUE
CH_NT-NR_1947__Solothurn__26oct1947__Landesring-der-Unabhaengigen;Landesring-der-Unabhaengigen;CH_NT-NR_1947;CH_NT-NR_1947__Solothurn;CH_NT-NR_1947__Solothurn__26oct1947;CH_SO;4;;3;;;TRUE;TRUE
CH_NT-NR_1947__Solothurn__26oct1947__Solothurnische-Bauern-Gewerbe-und-Buergerpartei;Solothurnische-Bauern-Gewerbe-und-Buergerpartei;CH_NT-NR_1947;CH_NT-NR_1947__Solothurn;CH_NT-NR_1947__Solothurn__26oct1947;CH_SO;5;;4;;;TRUE;TRUE
CH_NT-NR_1947__Basel-Stadt__26oct1947__Partei-der-Arbeit;Partei-der-Arbeit;CH_NT-NR_1947;CH_NT-NR_1947__Basel-Stadt;CH_NT-NR_1947__Basel-Stadt__26oct1947;CH_BS;1;CH_PdA_RE-BS;6;;;TRUE;TRUE
CH_NT-NR_1947__Basel-Stadt__26oct1947__Radikal-demokratische-Partei;Radikal-demokratische-Partei;CH_NT-NR_1947;CH_NT-NR_1947__Basel-Stadt;CH_NT-NR_1947__Basel-Stadt__26oct1947;CH_BS;2;CH_FDP|PRD_RE-BS;9;;;TRUE;TRUE
CH_NT-NR_1947__Basel-Stadt__26oct1947__Liberale-Partei;Liberale-Partei;CH_NT-NR_1947;CH_NT-NR_1947__Basel-Stadt;CH_NT-NR_1947__Basel-Stadt__26oct1947;CH_BS;3;CH_LPS_RE-BS;8;;;TRUE;TRUE
CH_NT-NR_1947__Basel-Stadt__26oct1947__Buerger-und-Gewerbe-Partei;Buerger-und-Gewerbe-Partei;CH_NT-NR_1947;CH_NT-NR_1947__Basel-Stadt;CH_NT-NR_1947__Basel-Stadt__26oct1947;CH_BS;4;;8;;;TRUE;TRUE
CH_NT-NR_1947__Basel-Stadt__26oct1947__Sozialdemokratische-Partei;Sozialdemokratische-Partei;CH_NT-NR_1947;CH_NT-NR_1947__Basel-Stadt;CH_NT-NR_1947__Basel-Stadt__26oct1947;CH_BS;5;CH_SP|PS_RE-BS;6;;;TRUE;TRUE
CH_NT-NR_1947__Basel-Stadt__26oct1947__Landesring-der-Unabhaengigen;Landesring-der-Unabhaengigen;CH_NT-NR_1947;CH_NT-NR_1947__Basel-Stadt;CH_NT-NR_1947__Basel-Stadt__26oct1947;CH_BS;6;CH_LdU|ADI_RE-BS;8;;;TRUE;TRUE
CH_NT-NR_1947__Basel-Stadt__26oct1947__Katholische-Volkspartei;Katholische-Volkspartei;CH_NT-NR_1947;CH_NT-NR_1947__Basel-Stadt;CH_NT-NR_1947__Basel-Stadt__26oct1947;CH_BS;7;CH_CVP|PDC_RE-BS;8;;;TRUE;TRUE
CH_NT-NR_1947__Basel-Landschaft__26oct1947__Partei-der-Arbeit;Partei-der-Arbeit;CH_NT-NR_1947;CH_NT-NR_1947__Basel-Landschaft;CH_NT-NR_1947__Basel-Landschaft__26oct1947;CH_BL;1;;4;;;TRUE;TRUE
CH_NT-NR_1947__Basel-Landschaft__26oct1947__Demokratische-Partei;Demokratische-Partei;CH_NT-NR_1947;CH_NT-NR_1947__Basel-Landschaft;CH_NT-NR_1947__Basel-Landschaft__26oct1947;CH_BL;2;CH_SVP|UDC_RE-BS;4;;;TRUE;TRUE
CH_NT-NR_1947__Basel-Landschaft__26oct1947__Katholische-Volkspartei-und-Christlichsoziale-Vereinigung;Katholische-Volkspartei-und-Christlichsoziale-Vereinigung;CH_NT-NR_1947;CH_NT-NR_1947__Basel-Landschaft;CH_NT-NR_1947__Basel-Landschaft__26oct1947;CH_BL;3;;4;;;TRUE;TRUE
CH_NT-NR_1947__Basel-Landschaft__26oct1947__Sozialdemokratische-Partei;Sozialdemokratische-Partei;CH_NT-NR_1947;CH_NT-NR_1947__Basel-Landschaft;CH_NT-NR_1947__Basel-Landschaft__26oct1947;CH_BL;4;CH_SP|PS_RE-BL;4;;;TRUE;TRUE
